Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regress 2,,,,2022-02-14 14:32:08,2022-02-14 14:39:34,7m - 25.809s,FAILED
,,,,,,,
Test Cases/Tabung/tabung_createTabungCreatorOnly,,,,2022-02-14 14:32:08,2022-02-14 14:34:49,2m - 40.327s,PASSED
try,,,,2022-02-14 14:32:09,2022-02-14 14:34:49,2m - 39.891s,PASSED
,,,,,,,
Test Cases/Tabung/tabung_fundTabungCreatorOnly,,,,2022-02-14 14:34:49,2022-02-14 14:36:33,1m - 44.613s,PASSED
try,,,,2022-02-14 14:34:49,2022-02-14 14:36:33,1m - 44.362s,PASSED
,,,,,,,
Test Cases/Tabung/tabung_withdrawTabung,,,,2022-02-14 14:36:33,2022-02-14 14:38:23,1m - 49.732s,PASSED
"startApplication(""/Users/a00139272/Katalon Studio/MAE/androidapp/app-sit-universal-release-copy.apk"", false)",,,,2022-02-14 14:36:33,2022-02-14 14:36:42,8.441s,PASSED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.sit"")",,,,2022-02-14 14:36:42,2022-02-14 14:36:42,0.000s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.sit.MainActivity"")",,,,2022-02-14 14:36:42,2022-02-14 14:36:42,0.000s,PASSED
delay(3),,,,2022-02-14 14:36:42,2022-02-14 14:36:45,3.004s,PASSED
"if (getDeviceManufacturer() == ""samsung"")",,,,2022-02-14 14:36:45,2022-02-14 14:36:47,2.330s,PASSED
"waitForElementPresent(findTestObject(""Tabung/moreTabungIconSelect""), 0)",,,,2022-02-14 14:36:47,2022-02-14 14:36:48,0.763s,PASSED
"tap(findTestObject(""Tabung/moreTabungIconSelect""), 0)",,,,2022-02-14 14:36:48,2022-02-14 14:36:51,2.772s,PASSED
"if (verifyElementVisible(findTestObject(""Main/mainEnterPINMessage""), 0, OPTIONAL))",,,,2022-02-14 14:36:51,2022-02-14 14:37:03,12.552s,PASSED
delay(2),,Withdraw Tabung,,2022-02-14 14:37:03,2022-02-14 14:37:05,2.005s,PASSED
"tap(findTestObject(""Tabung/tabungNameSelection"", [""text"":""Switzerland""]), 10)",,,,2022-02-14 14:37:05,2022-02-14 14:37:10,4.682s,PASSED
"tap(findTestObject(""Tabung/tabungThreeDotsBtn""), 0)",,,,2022-02-14 14:37:10,2022-02-14 14:37:11,1.198s,PASSED
"tap(findTestObject(""Tabung/tabungWithdrawFundBtn""), 0)",,,,2022-02-14 14:37:11,2022-02-14 14:37:13,1.977s,PASSED
delay(2),,,,2022-02-14 14:37:13,2022-02-14 14:37:15,2.007s,PASSED
"tap(findTestObject(""Tabung/tabungWithdrawConfirmBtn""), 0)",,,,2022-02-14 14:37:15,2022-02-14 14:37:16,0.500s,PASSED
delay(2),,,,2022-02-14 14:37:16,2022-02-14 14:37:18,2.003s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-02-14 14:37:18,2022-02-14 14:37:18,0.651s,PASSED
delay(2),,,,2022-02-14 14:37:18,2022-02-14 14:37:20,2.004s,PASSED
"tap(findTestObject(""Tabung/tabungFundAmountTickBtn""), 0)",,,,2022-02-14 14:37:20,2022-02-14 14:37:21,0.625s,PASSED
delay(2),,,,2022-02-14 14:37:21,2022-02-14 14:37:23,2.007s,PASSED
"if (verifyElementVisible(findTestObject(""Tabung/tabungEnterPasswordTxt""), 0, OPTIONAL))",,,,2022-02-14 14:37:23,2022-02-14 14:37:27,4.392s,PASSED
"tap(findTestObject(""Tabung/tabungWithdrawFundBtn""), 0)",,,,2022-02-14 14:37:27,2022-02-14 14:37:34,6.580s,PASSED
delay(3),,,,2022-02-14 14:37:34,2022-02-14 14:37:37,3.005s,PASSED
"if (verifyElementVisible(findTestObject(""Object Repository/Festive Season/festiveReturnAngpaoTACNoTxt""), 0, OPTIONAL))",,,,2022-02-14 14:37:37,2022-02-14 14:38:06,29.140s,PASSED
delay(3),,,,2022-02-14 14:38:06,2022-02-14 14:38:09,3.006s,PASSED
"verifyElementVisible(findTestObject(""Tabung/tabungWithdrawalSummarySuccessTxt""), 0)",,,,2022-02-14 14:38:09,2022-02-14 14:38:13,4.373s,PASSED
"verifyElementText(findTestObject(""Tabung/tabungWithdrawalSummarySuccessTxt""), ""Withdrawal Successful"")",,,,2022-02-14 14:38:13,2022-02-14 14:38:14,0.328s,PASSED
