Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regress 1,,,,2022-07-14 18:33:57,2022-07-14 19:05:13,31m - 16.692s,FAILED
,,,,,,,
Test Cases/Login Onboard/onboard_onboardIntoMAE,,,,2022-07-14 18:33:57,2022-07-14 18:36:43,2m - 46.285s,PASSED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.sit"")",,,,2022-07-14 18:33:57,2022-07-14 18:33:57,0.002s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.MainActivity"")",,,,2022-07-14 18:33:57,2022-07-14 18:33:57,0.001s,PASSED
"startApplication(appPath, false)",,,,2022-07-14 18:33:57,2022-07-14 18:34:12,14.963s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/onboardWelcomeSkipBtn""), 0, OPTIONAL))",,,,2022-07-14 18:34:12,2022-07-14 18:34:15,3.113s,PASSED
"tap(findTestObject(""Dashboard/dashboardSetUpWalletIcon""), 0)",,,,2022-07-14 18:34:15,2022-07-14 18:34:18,2.791s,PASSED
"tap(findTestObject(""Login Onboarding/getStartedExistingUserBtn""), 0)",,,,2022-07-14 18:34:18,2022-07-14 18:34:20,1.844s,PASSED
"setText(findTestObject(""Login Onboarding/loginExistingUsernameInputField""), Username, 0)",,,,2022-07-14 18:34:20,2022-07-14 18:34:22,2.460s,PASSED
hideKeyboard(),,,,2022-07-14 18:34:22,2022-07-14 18:34:25,2.254s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-07-14 18:34:25,2022-07-14 18:34:25,0.382s,PASSED
"waitForElementPresent(findTestObject(""Login Onboarding/loginExistingMineConfirmationBtn""), 50)",,,,2022-07-14 18:34:25,2022-07-14 18:34:27,1.843s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingMineConfirmationBtn""), 0)",,,,2022-07-14 18:34:27,2022-07-14 18:34:27,0.277s,PASSED
"setText(findTestObject(""Login Onboarding/loginPasswordInputField""), Password, 0)",,,,2022-07-14 18:34:27,2022-07-14 18:34:30,2.516s,PASSED
hideKeyboard(),,,,2022-07-14 18:34:30,2022-07-14 18:34:34,4.384s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-07-14 18:34:34,2022-07-14 18:34:34,0.328s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/Proceed""), 3, OPTIONAL))",,,,2022-07-14 18:34:34,2022-07-14 18:34:37,3.047s,PASSED
else,,,,2022-07-14 18:34:37,2022-07-14 18:34:37,0.001s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:34:37,2022-07-14 18:34:55,17.068s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:34:55,2022-07-14 18:34:56,1.902s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:34:56,2022-07-14 18:34:58,1.926s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:34:58,2022-07-14 18:35:00,1.846s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:35:00,2022-07-14 18:35:02,1.930s,PASSED
"tap(findTestObject(""Login Onboarding/PIN2""), 0)",,,,2022-07-14 18:35:02,2022-07-14 18:35:04,1.811s,PASSED
"tap(findTestObject(""Login Onboarding/loginPinTickBtn""), 0)",,,,2022-07-14 18:35:04,2022-07-14 18:35:06,1.818s,PASSED
delay(2),,,,2022-07-14 18:35:06,2022-07-14 18:35:08,2.018s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:35:08,2022-07-14 18:35:08,0.357s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:35:08,2022-07-14 18:35:12,3.389s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:35:12,2022-07-14 18:35:12,0.374s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:35:12,2022-07-14 18:35:14,1.917s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-07-14 18:35:14,2022-07-14 18:35:16,1.951s,PASSED
"tap(findTestObject(""Login Onboarding/PIN2""), 0)",,,,2022-07-14 18:35:16,2022-07-14 18:35:18,1.951s,PASSED
delay(2),,,,2022-07-14 18:35:18,2022-07-14 18:35:20,2.005s,PASSED
"tap(findTestObject(""Login Onboarding/loginPinTickBtn""), 0)",,,,2022-07-14 18:35:20,2022-07-14 18:35:20,0.458s,PASSED
"tap(findTestObject(""Login Onboarding/loginTouchIDSetUpLaterBtn""), 0)",,,,2022-07-14 18:35:20,2022-07-14 18:35:22,1.922s,PASSED
"tap(findTestObject(""Login Onboarding/loginVerifyNumberYesProceedBtn""), 0)",,,,2022-07-14 18:35:22,2022-07-14 18:35:24,1.450s,PASSED
"OTP = getText(findTestObject(""Login Onboarding/secureGetOTPTxt""), 0)",,,,2022-07-14 18:35:24,2022-07-14 18:35:36,12.705s,PASSED
"for ([i = 16, i <= 21, (i++)])",,,,2022-07-14 18:35:36,2022-07-14 18:35:47,11.238s,PASSED
delay(3),,,,2022-07-14 18:35:47,2022-07-14 18:35:50,3.005s,PASSED
"tap(findTestObject(""Login Onboarding/TickOTP""), 0)",,,,2022-07-14 18:35:50,2022-07-14 18:35:51,0.690s,PASSED
"waitForElementPresent(findTestObject(""Login Onboarding/onboardNameInputField""), 0)",,,,2022-07-14 18:35:51,2022-07-14 18:36:15,23.885s,PASSED
"setText(findTestObject(""Login Onboarding/onboardNameInputField""), ""kachu"", 0)",,,,2022-07-14 18:36:15,2022-07-14 18:36:16,1.235s,PASSED
hideKeyboard(),,,,2022-07-14 18:36:16,2022-07-14 18:36:17,0.989s,PASSED
delay(2),,,,2022-07-14 18:36:17,2022-07-14 18:36:19,2.006s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-07-14 18:36:19,2022-07-14 18:36:20,0.353s,PASSED
delay(2),,,,2022-07-14 18:36:20,2022-07-14 18:36:22,2.006s,PASSED
driver = getDriver(),,,,2022-07-14 18:36:22,2022-07-14 18:36:22,0.000s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-07-14 18:36:22,2022-07-14 18:36:25,3.171s,PASSED
"tap(findTestObject(""Login Onboarding/onboardReferSkipBtn""), 0)",,,,2022-07-14 18:36:25,2022-07-14 18:36:34,9.112s,PASSED
delay(2),,,,2022-07-14 18:36:34,2022-07-14 18:36:36,2.008s,PASSED
"takeScreenshot(""/Users/a00139272/Desktop/Screenshot/Onboard.png"")",,,,2022-07-14 18:36:36,2022-07-14 18:36:38,1.869s,PASSED
"tap(findTestObject(""Main/mainDoneBtn""), 0)",,,,2022-07-14 18:36:38,2022-07-14 18:36:38,0.270s,PASSED
delay(5),,,,2022-07-14 18:36:38,2022-07-14 18:36:43,5.003s,PASSED
,,,,,,,
Test Cases/Settings/settings_secure2uRegistration,,,,2022-07-14 18:36:43,2022-07-14 18:38:41,1m - 58.000s,PASSED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.sit"")",,,,2022-07-14 18:36:44,2022-07-14 18:36:44,0.000s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.MainActivity"")",,,,2022-07-14 18:36:44,2022-07-14 18:36:44,0.001s,PASSED
"startApplication(appPath, false)",,,,2022-07-14 18:36:44,2022-07-14 18:36:53,9.055s,PASSED
delay(3),,,,2022-07-14 18:36:53,2022-07-14 18:36:56,3.007s,PASSED
device_Height = getDeviceHeight(),,,,2022-07-14 18:36:56,2022-07-14 18:36:56,0.139s,PASSED
device_Width = getDeviceWidth(),,,,2022-07-14 18:36:56,2022-07-14 18:36:56,0.135s,PASSED
startX = device_Width / 1.25,,,,2022-07-14 18:36:56,2022-07-14 18:36:56,0.001s,PASSED
startY = device_Height * 0.97,,,,2022-07-14 18:36:56,2022-07-14 18:36:56,0.001s,PASSED
"tapAtPosition(startX, startY)",,,,2022-07-14 18:36:56,2022-07-14 18:36:58,2.122s,PASSED
"tap(findTestObject(""Main/mainSettingsBtn""), 0)",,,,2022-07-14 18:36:58,2022-07-14 18:37:00,1.622s,PASSED
"tap(findTestObject(""Settings/settingsMaybank2UBtn""), 0)",,,,2022-07-14 18:37:00,2022-07-14 18:37:02,2.324s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/loginEnterPasswordMessage""), 0, OPTIONAL))",,,,2022-07-14 18:37:02,2022-07-14 18:37:13,10.802s,PASSED
delay(5),,,,2022-07-14 18:37:13,2022-07-14 18:37:18,5.007s,PASSED
"verifyElementExist(findTestObject(""Settings/settingS2UToggle""), 0)",,,,2022-07-14 18:37:18,2022-07-14 18:37:39,21.687s,PASSED
"tap(findTestObject(""Settings/settingS2UToggle""), 0)",,,,2022-07-14 18:37:39,2022-07-14 18:37:40,0.358s,PASSED
"tap(findTestObject(""Banking/s2UActivateNowBtn""), 0)",,,,2022-07-14 18:37:40,2022-07-14 18:37:43,2.814s,PASSED
"tap(findTestObject(""Banking/s2UConfirmBtn""), 0)",,,,2022-07-14 18:37:43,2022-07-14 18:37:45,2.429s,PASSED
"OTP = getText(findTestObject(""Login Onboarding/secureGetOTPTxt""), 0)",,,,2022-07-14 18:37:45,2022-07-14 18:37:49,3.908s,PASSED
"for ([i = 16, i <= 21, (i++)])",,,,2022-07-14 18:37:49,2022-07-14 18:37:59,10.212s,PASSED
delay(3),,,,2022-07-14 18:37:59,2022-07-14 18:38:02,3.007s,PASSED
"tap(findTestObject(""Login Onboarding/TickOTP""), 0)",,,,2022-07-14 18:38:02,2022-07-14 18:38:03,0.676s,PASSED
"setText(findTestObject(""Banking/s2UIDNumberInputField""), S2U_ID, 0)",,,,2022-07-14 18:38:03,2022-07-14 18:38:07,4.245s,PASSED
hideKeyboard(),,,,2022-07-14 18:38:07,2022-07-14 18:38:10,2.396s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-07-14 18:38:10,2022-07-14 18:38:10,0.309s,PASSED
delay(3),,,,2022-07-14 18:38:10,2022-07-14 18:38:13,3.002s,PASSED
hideKeyboard(),,,,2022-07-14 18:38:13,2022-07-14 18:38:15,2.225s,PASSED
"takeScreenshot(""/Users/a00139272/Desktop/Screenshot/s2u.png"")",,,,2022-07-14 18:38:15,2022-07-14 18:38:16,0.751s,PASSED
"waitForElementPresent(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-07-14 18:38:16,2022-07-14 18:38:16,0.155s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-07-14 18:38:16,2022-07-14 18:38:16,0.171s,PASSED
delay(3),,,,2022-07-14 18:38:16,2022-07-14 18:38:19,3.004s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Main/mainTopLeftBackButton""), 0)",,,,2022-07-14 18:38:19,2022-07-14 18:38:36,16.812s,PASSED
"tap(findTestObject(""Object Repository/Main/mainTopLeftBackButton""), 0)",,,,2022-07-14 18:38:36,2022-07-14 18:38:36,0.153s,PASSED
delay(5),,,,2022-07-14 18:38:36,2022-07-14 18:38:41,5.006s,PASSED
,,,,,,,
Test Cases/PayBill/payBills_todayTransaction,,,,2022-07-14 18:38:41,2022-07-14 18:40:20,1m - 39.058s,PASSED
delay(5),,,,2022-07-14 18:38:41,2022-07-14 18:38:46,5.004s,PASSED
device_Height = getDeviceHeight(),,,,2022-07-14 18:38:46,2022-07-14 18:38:46,0.141s,PASSED
device_Width = getDeviceWidth(),,,,2022-07-14 18:38:46,2022-07-14 18:38:47,0.129s,PASSED
startX = device_Width / 3,,,,2022-07-14 18:38:47,2022-07-14 18:38:47,0.000s,PASSED
startY = device_Height * 0.97,,,,2022-07-14 18:38:47,2022-07-14 18:38:47,0.000s,PASSED
"tap(findTestObject(""Banking/m2uAccountTypeSelection"", [""text"":accType]), 10)",,,,2022-07-14 18:38:47,2022-07-14 18:38:49,2.630s,PASSED
"tap(findTestObject(""Banking/m2uAccountPayBillsIconSelect""), 0)",,,,2022-07-14 18:38:49,2022-07-14 18:38:51,2.197s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsIconSelect""), 40)",,,,2022-07-14 18:38:51,2022-07-14 18:38:57,5.745s,PASSED
"tap(findTestObject(""Paybill/payBillsIconSelect""), 0)",,,,2022-07-14 18:38:57,2022-07-14 18:38:58,0.859s,PASSED
"tap(findTestObject(""Paybill/payBillSearchBillerInputField""), 0)",,,,2022-07-14 18:38:58,2022-07-14 18:39:06,8.468s,PASSED
"setText(findTestObject(""Paybill/payBillBillerNameInputField""), payeeName, 0)",,,,2022-07-14 18:39:07,2022-07-14 18:39:09,2.094s,PASSED
delay(3),,,,2022-07-14 18:39:09,2022-07-14 18:39:12,3.004s,PASSED
"tap(findTestObject(""Paybill/payBillBillerSelect"", [""payeeName"":payeeName]), 10)",,,,2022-07-14 18:39:12,2022-07-14 18:39:12,0.330s,PASSED
"tap(findTestObject(""Paybill/payBillBillerSelect"", [""payeeName"":payeeName]), 10)",,,,2022-07-14 18:39:12,2022-07-14 18:39:13,0.834s,PASSED
delay(3),,,,2022-07-14 18:39:13,2022-07-14 18:39:16,3.006s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsAccountPayeeNameTxt"", [""payee"":payeeName]), payeeName)",,,,2022-07-14 18:39:16,2022-07-14 18:39:16,0.265s,PASSED
