Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Issue,,,,2022-04-11 09:57:50,2022-04-11 10:01:19,3m - 28.938s,FAILED
,,,,,,,
Test Cases/PayBill/payBills_todayTransaction,,,,2022-04-11 09:57:51,2022-04-11 10:01:19,3m - 28.599s,FAILED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.sit"")",,,,2022-04-11 09:57:51,2022-04-11 09:57:51,0.001s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.MainActivity"")",,,,2022-04-11 09:57:51,2022-04-11 09:57:51,0.001s,PASSED
"startApplication(appPath, false)",,,,2022-04-11 09:57:51,2022-04-11 09:58:07,15.851s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardWalletTopSelect""), 0)",,,,2022-04-11 09:58:07,2022-04-11 09:58:11,4.176s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardQuickActionsTitleTxt""), 0)",,,,2022-04-11 09:58:11,2022-04-11 09:58:11,0.342s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardSSLTitleTxt""), 0)",,,,2022-04-11 09:58:11,2022-04-11 09:58:12,0.307s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/mainBottomMenuMaybank2uBtn""), 0)",,,,2022-04-11 09:58:12,2022-04-11 09:58:32,20.042s,PASSED
"takeScreenshot(""/Users/a00139272/git/MAEAutomation2/Performance/4G 5Bar/1.png"")",,,,2022-04-11 09:58:32,2022-04-11 09:58:33,1.637s,PASSED
device_Height = getDeviceHeight(),,,,2022-04-11 09:58:33,2022-04-11 09:58:34,0.161s,PASSED
device_Width = getDeviceWidth(),,,,2022-04-11 09:58:34,2022-04-11 09:58:34,0.157s,PASSED
startX = device_Width / 3,,,,2022-04-11 09:58:34,2022-04-11 09:58:34,0.001s,PASSED
startY = device_Height * 0.97,,,,2022-04-11 09:58:34,2022-04-11 09:58:34,0.002s,PASSED
"tapAtPosition(startX, startY)",,,,2022-04-11 09:58:34,2022-04-11 09:58:34,0.239s,PASSED
"if (verifyElementVisible(findTestObject(""Main/mainEnterPINMessage""), 0, OPTIONAL))",,,,2022-04-11 09:58:34,2022-04-11 09:58:47,13.073s,PASSED
"tap(findTestObject(""Banking/m2uAccountTypeSelection"", [""text"":accType]), 10)",,,,2022-04-11 09:58:47,2022-04-11 09:58:56,8.535s,PASSED
"tap(findTestObject(""Banking/m2uAccountPayBillsIconSelect""), 0)",,,,2022-04-11 09:58:56,2022-04-11 09:59:00,4.111s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/loginEnterPasswordMessage""), 0, OPTIONAL))",,,,2022-04-11 09:59:00,2022-04-11 09:59:06,6.255s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsIconSelect""), 0)",,,,2022-04-11 09:59:06,2022-04-11 09:59:26,20.159s,FAILED
"tap(findTestObject(""Paybill/payBillsIconSelect""), 0)",,,,2022-04-11 09:59:26,2022-04-11 09:59:28,2.137s,PASSED
"tap(findTestObject(""Paybill/payBillSearchBillerInputField""), 0)",,,,2022-04-11 09:59:28,2022-04-11 09:59:33,4.237s,PASSED
"setText(findTestObject(""Paybill/payBillBillerNameInputField""), payeeName, 0)",,,,2022-04-11 09:59:33,2022-04-11 09:59:35,2.151s,PASSED
delay(3),,,,2022-04-11 09:59:35,2022-04-11 09:59:38,3.007s,PASSED
"tap(findTestObject(""Paybill/payBillBillerSelect"", [""payeeName"":payeeName]), 10)",,,,2022-04-11 09:59:38,2022-04-11 09:59:38,0.446s,PASSED
"tap(findTestObject(""Paybill/payBillBillerSelect"", [""payeeName"":payeeName]), 10)",,,,2022-04-11 09:59:38,2022-04-11 09:59:39,0.966s,PASSED
delay(3),,,,2022-04-11 09:59:39,2022-04-11 09:59:42,3.006s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsAccountPayeeNameTxt"", [""payee"":payeeName]), payeeName)",,,,2022-04-11 09:59:42,2022-04-11 09:59:42,0.271s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsAccountNumberTitleTxt""), 0)",,,,2022-04-11 09:59:42,2022-04-11 09:59:43,0.210s,PASSED
"setText(findTestObject(""Paybill/PayBillAccountNumberInputField""), AccountNo, 0)",,,,2022-04-11 09:59:43,2022-04-11 09:59:43,0.848s,PASSED
hideKeyboard(),,,,2022-04-11 09:59:43,2022-04-11 09:59:45,2.004s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsAccountNumberInputtedTxt"", [""AccountNo"":AccountNo]), AccountNo)",,,,2022-04-11 09:59:45,2022-04-11 09:59:46,0.277s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-04-11 09:59:46,2022-04-11 09:59:46,0.373s,PASSED
delay(3),,,,2022-04-11 09:59:46,2022-04-11 09:59:49,3.007s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsAmountPayeeNameTxt"", [""payee"":payeeName]), payeeName)",,,,2022-04-11 09:59:49,2022-04-11 09:59:49,0.306s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsAmountPayeeAccountNoTxt"", [""accNo"":accNo]), accNo)",,,,2022-04-11 09:59:49,2022-04-11 09:59:50,0.305s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsAmountInitialTxt""), 0)",,,,2022-04-11 09:59:50,2022-04-11 09:59:50,0.260s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsAmountCurrencyTxt""), 0)",,,,2022-04-11 09:59:50,2022-04-11 09:59:50,0.261s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsAmountEnterTitleTxt""), 0)",,,,2022-04-11 09:59:50,2022-04-11 09:59:50,0.258s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-04-11 09:59:50,2022-04-11 09:59:51,0.427s,PASSED
"tap(findTestObject(""Login Onboarding/PIN4""), 0)",,,,2022-04-11 09:59:51,2022-04-11 09:59:51,0.383s,PASSED
delay(3),,,,2022-04-11 09:59:51,2022-04-11 09:59:54,3.004s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsAmountInputtedTxt"", [""value"":value]), value)",,,,2022-04-11 09:59:54,2022-04-11 09:59:55,0.327s,PASSED
"tap(findTestObject(""Main/mainAmountTickBtn""), 0)",,,,2022-04-11 09:59:55,2022-04-11 09:59:55,0.529s,PASSED
delay(5),,,,2022-04-11 09:59:55,2022-04-11 10:00:00,5.007s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsConfirmPayeeNameTxt"", [""payeeName"":payeeName]), payeeName)",,,,2022-04-11 10:00:00,2022-04-11 10:00:00,0.274s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsConfirmPayeeAccountNoTxt"", [""accNo"":accNo]), accNo)",,,,2022-04-11 10:00:00,2022-04-11 10:00:01,0.252s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsConfirmAmountTxt"", [""amount"":amount]), amount)",,,,2022-04-11 10:00:01,2022-04-11 10:00:02,0.864s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsConfirmDateTitleTxt""), 0)",,,,2022-04-11 10:00:02,2022-04-11 10:00:02,0.150s,PASSED
"verifyElementText(findTestObject(""Paybill/payBillsConfirmDateTxt"", [""trxDate"":trxDate]), trxDate)",,,,2022-04-11 10:00:02,2022-04-11 10:00:02,0.171s,PASSED
"verifyElementExist(findTestObject(""Paybill/payBillsConfirmPayFromTxt""), 0)",,,,2022-04-11 10:00:02,2022-04-11 10:00:02,0.157s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationFromAccTypeTxt"", [""accType"":accType]), accType)",,,,2022-04-11 10:00:02,2022-04-11 10:00:02,0.190s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationFromAccNoTxt"", [""accNoFrom"":accNoFrom]), accNoFrom)",,,,2022-04-11 10:00:02,2022-04-11 10:00:02,0.174s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationFromAccBalanceTxt""), 0)",,,,2022-04-11 10:00:02,2022-04-11 10:00:03,0.120s,PASSED
