Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regress 3,,,,2022-06-23 11:16:48,2022-06-23 11:54:45,37m - 56.853s,FAILED
,,,,,,,
Test Cases/Transfer/transfer_instantTransferIBFT,,,,2022-06-23 11:16:48,2022-06-23 11:28:37,11m - 49.001s,FAILED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.sit"")",,,,2022-06-23 11:16:49,2022-06-23 11:16:49,0.002s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.MainActivity"")",,,,2022-06-23 11:16:49,2022-06-23 11:16:49,0.000s,PASSED
"startApplication(appPath, false)",,,,2022-06-23 11:16:49,2022-06-23 11:17:04,15.290s,PASSED
"start = ""Starts""",,,,2022-06-23 11:17:04,2022-06-23 11:17:04,0.001s,PASSED
println(start),,,,2022-06-23 11:17:04,2022-06-23 11:17:04,0.004s,PASSED
delay(5),,,,2022-06-23 11:17:04,2022-06-23 11:17:09,5.020s,PASSED
device_Height = getDeviceHeight(),,,,2022-06-23 11:17:09,2022-06-23 11:17:10,0.443s,PASSED
device_Width = getDeviceWidth(),,,,2022-06-23 11:17:10,2022-06-23 11:17:10,0.320s,PASSED
startX = device_Width / 3,,,,2022-06-23 11:17:10,2022-06-23 11:17:10,0.002s,PASSED
startY = device_Height * 0.97,,,,2022-06-23 11:17:10,2022-06-23 11:17:10,0.001s,PASSED
"tapAtPosition(startX, startY)",,,,2022-06-23 11:17:10,2022-06-23 11:17:10,0.247s,PASSED
"if (verifyElementVisible(findTestObject(""Main/mainEnterPINMessage""), 0, OPTIONAL))",,,,2022-06-23 11:17:10,2022-06-23 11:17:24,13.934s,PASSED
"verifyElementVisible(findTestObject(""Banking/m2uAccountTypeSelection"", [""text"":accType]), 0)",,,,2022-06-23 11:17:24,2022-06-23 11:17:33,8.409s,PASSED
"tap(findTestObject(""Banking/m2uAccountTypeSelection"", [""text"":accType]), 0)",,,,2022-06-23 11:17:33,2022-06-23 11:17:33,0.455s,PASSED
delay(5),,,,2022-06-23 11:17:33,2022-06-23 11:17:38,5.008s,PASSED
"verifyElementVisible(findTestObject(""Banking/m2uAccountTransferIconSelect""), 0)",,,,2022-06-23 11:17:38,2022-06-23 11:17:39,0.410s,PASSED
"tap(findTestObject(""Banking/m2uAccountTransferIconSelect""), 0)",,,,2022-06-23 11:17:39,2022-06-23 11:17:39,0.436s,PASSED
delay(5),,,,2022-06-23 11:17:39,2022-06-23 11:17:44,5.004s,PASSED
"if (verifyElementVisible(findTestObject(""Tabung/tabungEnterPasswordTxt""), 0, OPTIONAL))",,,,2022-06-23 11:17:44,2022-06-23 11:21:31,3m - 47.243s,PASSED
"println(""InterBank Test Case Started"")",,,,2022-06-23 11:21:31,2022-06-23 11:21:31,0.000s,PASSED
"verifyElementExist(findTestObject(""Banking/transferOthersTopMenuSelect""), 0)",,,,2022-06-23 11:21:31,2022-06-23 11:22:02,30.536s,PASSED
"tap(findTestObject(""Banking/transferOthersTopMenuSelect""), 0)",,,,2022-06-23 11:22:02,2022-06-23 11:23:03,1m - 1.226s,PASSED
"tap(findTestObject(""Banking/transferBanksIconSelect""), 0)",,,,2022-06-23 11:23:03,2022-06-23 11:23:56,52.792s,PASSED
"scrollToText(accBank, STOP_ON_FAILURE)",,,,2022-06-23 11:23:56,2022-06-23 11:24:09,13.704s,PASSED
"tap(findTestObject(""Banking/transferBankSelection"", [""text"":accBank]), 10)",,,,2022-06-23 11:24:09,2022-06-23 11:24:10,0.560s,PASSED
"setText(findTestObject(""Banking/transferAccountNoInputField""), accountNum, 0)",,,,2022-06-23 11:24:10,2022-06-23 11:24:13,2.673s,PASSED
hideKeyboard(),,,,2022-06-23 11:24:13,2022-06-23 11:24:19,6.032s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-06-23 11:24:19,2022-06-23 11:24:19,0.335s,PASSED
"verifyElementText(findTestObject(""Transfer/transferAmounttAccNoTxt"", [""accNo"":accNo]), accNo)",,,,2022-06-23 11:24:19,2022-06-23 11:24:20,1.376s,PASSED
"verifyElementText(findTestObject(""Transfer/transferAmounttAccBankTxt"", [""accBank"":accBank]), accBank)",,,,2022-06-23 11:24:20,2022-06-23 11:24:21,0.290s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferAmountRMTxt""), 0)",,,,2022-06-23 11:24:21,2022-06-23 11:24:21,0.327s,PASSED
"verifyElementExist(findTestObject(""Duit Now/duitNowAmountInitialValueTxt""), 0)",,,,2022-06-23 11:24:21,2022-06-23 11:24:21,0.339s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferAmountEnterAmountTitleTxt""), 0)",,,,2022-06-23 11:24:21,2022-06-23 11:24:22,0.258s,PASSED
trxAmount = value,,,,2022-06-23 11:24:22,2022-06-23 11:24:22,0.001s,PASSED
length = trxAmount.length(),,,,2022-06-23 11:24:22,2022-06-23 11:24:22,0.001s,PASSED
delay(3),,,,2022-06-23 11:24:22,2022-06-23 11:24:25,3.005s,PASSED
"tapAtPosition(startX, startY)",,,,2022-06-23 11:24:25,2022-06-23 11:24:25,0.205s,PASSED
"for ([i = 0, i < length, (i++)])",,,,2022-06-23 11:24:25,2022-06-23 11:24:28,2.789s,PASSED
delay(3),,,,2022-06-23 11:24:28,2022-06-23 11:24:31,3.012s,PASSED
"verifyElementText(findTestObject(""Transfer/transferAmountInputValueTxt"", [""value"":checkValue]), checkValue)",,,,2022-06-23 11:24:31,2022-06-23 11:24:31,0.371s,PASSED
delay(3),,,,2022-06-23 11:24:31,2022-06-23 11:24:34,3.005s,PASSED
"tap(findTestObject(""Login Onboarding/loginPinTickBtn""), 0)",,,,2022-06-23 11:24:34,2022-06-23 11:24:34,0.265s,PASSED
delay(3),,,,2022-06-23 11:24:34,2022-06-23 11:24:37,3.006s,PASSED
"verifyElementText(findTestObject(""Transfer/transferReferenceAccNoTxt"", [""accNo"":accNo]), accNo)",,,,2022-06-23 11:24:37,2022-06-23 11:24:38,0.298s,PASSED
"verifyElementText(findTestObject(""Transfer/transferReferenceAccBankTxt"", [""accBank"":accBank]), accBank)",,,,2022-06-23 11:24:38,2022-06-23 11:24:38,0.240s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferReferenceInputField""), 0)",,,,2022-06-23 11:24:38,2022-06-23 11:24:38,0.145s,PASSED
"setText(findTestObject(""Banking/transferReferenceInputField""), reference, 0)",,,,2022-06-23 11:24:38,2022-06-23 11:24:39,0.821s,PASSED
hideKeyboard(),,,,2022-06-23 11:24:39,2022-06-23 11:24:41,2.288s,PASSED
"verifyElementText(findTestObject(""Transfer/transferReferenceInputFieldAfter"", [""reference"":reference]), reference)",,,,2022-06-23 11:24:41,2022-06-23 11:24:41,0.258s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-06-23 11:24:41,2022-06-23 11:24:42,0.262s,PASSED
"verifyElementText(findTestObject(""Transfer/transferReferenceAccNoTxt"", [""accNo"":accNo]), accNo)",,,,2022-06-23 11:24:42,2022-06-23 11:24:42,0.173s,PASSED
"verifyElementText(findTestObject(""Transfer/transferReferenceAccBankTxt"", [""accBank"":accBank]), accBank)",,,,2022-06-23 11:24:42,2022-06-23 11:24:42,0.206s,PASSED
delay(3),,,,2022-06-23 11:24:42,2022-06-23 11:24:45,3.003s,PASSED
"tap(findTestObject(""Banking/transferTypeDropdownSelection""), 0)",,,,2022-06-23 11:24:45,2022-06-23 11:24:49,4.006s,PASSED
"scrollToText(""Fund Transfer"", STOP_ON_FAILURE)",,,,2022-06-23 11:24:49,2022-06-23 11:24:53,3.699s,PASSED
"tap(findTestObject(""Banking/tansferTypeFundDropdownSelection""), 0)",,,,2022-06-23 11:24:53,2022-06-23 11:24:53,0.169s,PASSED
"tap(findTestObject(""Banking/transferModeDropdownDoneBtn""), 0)",,,,2022-06-23 11:24:53,2022-06-23 11:24:53,0.149s,PASSED
delay(3),,,,2022-06-23 11:24:53,2022-06-23 11:24:56,3.007s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferModeDuitTxt"", [""mode"":initialMode]), 0)",,,,2022-06-23 11:24:56,2022-06-23 11:24:56,0.238s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferModeTitleTxt""), 0)",,,,2022-06-23 11:24:56,2022-06-23 11:24:57,0.209s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferTypeFundTxt""), 0)",,,,2022-06-23 11:24:57,2022-06-23 11:24:57,0.200s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferTypeTitleTxt""), 0)",,,,2022-06-23 11:24:57,2022-06-23 11:24:57,0.204s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-06-23 11:24:57,2022-06-23 11:24:57,0.213s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationTransactionDateTxt""), trxDate)",,Verify confirmation page,,2022-06-23 11:24:57,2022-06-23 11:25:08,10.486s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationAccountNameTxt"", [""accName"":accName]), accName)",,,,2022-06-23 11:25:08,2022-06-23 11:25:08,0.301s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationAccountNoTxt"", [""accNo"":accNo]), accNo)",,,,2022-06-23 11:25:08,2022-06-23 11:25:08,0.287s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationAmountTxt"", [""amount"":amount]), amount)",,,,2022-06-23 11:25:08,2022-06-23 11:25:09,0.934s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationTransactionRecRefTxt"", [""reference"":reference]), reference)",,,,2022-06-23 11:25:09,2022-06-23 11:25:10,0.362s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationTransactionBankTxt"", [""accBank"":accBank]), accBank)",,,,2022-06-23 11:25:10,2022-06-23 11:25:10,0.331s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationOptionalGreyWordTxt""), ""Optional"")",,,,2022-06-23 11:25:10,2022-06-23 11:25:10,0.282s,PASSED
"verifyElementText(findTestObject(""Transfer/instantTransferConfirmationTransactionTypeTxt""), trxType)",,,,2022-06-23 11:25:10,2022-06-23 11:25:10,0.295s,PASSED
"verifyElementText(findTestObject(""Transfer/instantTransferConfirmationTransactionModeTxt"", [""modeC"":initialMode]), initialMode)",,,,2022-06-23 11:25:10,2022-06-23 11:25:11,0.239s,PASSED
"verifyElementText(findTestObject(""Transfer/instantTransferConfirmationTransactionServiceTxt""), ""RM 0.00"")",,,,2022-06-23 11:25:11,2022-06-23 11:25:11,0.296s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationBankNameTitleTxt""), 0)",,,,2022-06-23 11:25:11,2022-06-23 11:25:11,0.298s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationDateTitleTxt""), 0)",,,,2022-06-23 11:25:11,2022-06-23 11:25:11,0.241s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationRecRefTitleTxt""), 0)",,,,2022-06-23 11:25:11,2022-06-23 11:25:12,0.323s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationPaymentDetailsTitleTxt""), 0)",,,,2022-06-23 11:25:12,2022-06-23 11:25:12,0.307s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferConfirmationModeTitleTxt""), 0)",,,,2022-06-23 11:25:12,2022-06-23 11:25:12,0.311s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferConfirmationServiceFeeTitleTxt""), 0)",,,,2022-06-23 11:25:12,2022-06-23 11:25:13,0.299s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferConfirmationTypeTitleTxt""), 0)",,,,2022-06-23 11:25:13,2022-06-23 11:25:13,0.276s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationNoteTitleTxt""), 0)",,,,2022-06-23 11:25:13,2022-06-23 11:25:13,0.281s,PASSED
"tap(findTestObject(""Transfer/transferConfirmationOptionalGreyWordTxt""), 0)",,,,2022-06-23 11:25:13,2022-06-23 11:25:14,0.270s,PASSED
"setText(findTestObject(""Transfer/transferConfirmationDetailsInputField""), details, 0)",,,,2022-06-23 11:25:14,2022-06-23 11:25:16,2.644s,PASSED
hideKeyboard(),,,,2022-06-23 11:25:16,2022-06-23 11:25:19,2.310s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationOptionalGreyWordTxt""), details)",,,,2022-06-23 11:25:19,2022-06-23 11:25:19,0.333s,PASSED
device_Height_2 = getDeviceHeight(),,,,2022-06-23 11:25:19,2022-06-23 11:25:19,0.549s,PASSED
device_Width_2 = getDeviceWidth(),,,,2022-06-23 11:25:19,2022-06-23 11:25:20,0.502s,PASSED
startX_2 = device_Width_2 / 2,,,,2022-06-23 11:25:20,2022-06-23 11:25:20,0.000s,PASSED
endX_2 = startX_2,,,,2022-06-23 11:25:20,2022-06-23 11:25:20,0.000s,PASSED
startY_2 = device_Height_2 * 0.30,,,,2022-06-23 11:25:20,2022-06-23 11:25:20,0.000s,PASSED
endY_2 = device_Height_2 * 0.70,,,,2022-06-23 11:25:20,2022-06-23 11:25:20,0.001s,PASSED
"swipe(startX_2, endY_2, endX_2, startY_2)",,,,2022-06-23 11:25:20,2022-06-23 11:25:21,1.525s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferConfirmationNotes1Txt""), 0)",,,,2022-06-23 11:25:21,2022-06-23 11:25:22,0.343s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationFTransferFromTitleTxt""), 0)",,,,2022-06-23 11:25:22,2022-06-23 11:25:22,0.351s,PASSED
"verifyElementExist(findTestObject(""Transfer/instantTransferConfirmationNotes2Txt""), 0)",,,,2022-06-23 11:25:22,2022-06-23 11:25:22,0.342s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationFromAccTypeTxt"", [""accType"":accType]), accType)",,,,2022-06-23 11:25:22,2022-06-23 11:25:23,0.202s,PASSED
"verifyElementText(findTestObject(""Transfer/transferConfirmationFromAccNoTxt"", [""accNoFrom"":accNoFrom]), accNoFrom)",,,,2022-06-23 11:25:23,2022-06-23 11:25:23,0.335s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferConfirmationFromAccBalanceTxt""), 0)",,,,2022-06-23 11:25:23,2022-06-23 11:25:23,0.269s,PASSED
"accountBalance = getText(findTestObject(""Transfer/transferConfirmationFromAccBalanceTxt""), 0)",,,,2022-06-23 11:25:23,2022-06-23 11:25:24,0.249s,PASSED
println(accountBalance),,,,2022-06-23 11:25:24,2022-06-23 11:25:24,0.001s,PASSED
"tap(findTestObject(""Main/mainTransferNowBtn""), 0)",,,,2022-06-23 11:25:24,2022-06-23 11:25:24,0.369s,PASSED
if (value <= limit),,,,2022-06-23 11:25:24,2022-06-23 11:26:57,1m - 33.256s,FAILED
delay(5),,,,2022-06-23 11:26:57,2022-06-23 11:27:02,5.007s,PASSED
"verifyElementExist(findTestObject(""Festive Season/returnAngpaoStatusMessageTxt""), 0)",,,,2022-06-23 11:27:02,2022-06-23 11:27:02,0.140s,PASSED
"message = getText(findTestObject(""Festive Season/returnAngpaoStatusMessageTxt""), 10)",,,,2022-06-23 11:27:02,2022-06-23 11:27:02,0.196s,PASSED
println(message),,,,2022-06-23 11:27:02,2022-06-23 11:27:02,0.000s,PASSED
delay(5),,,,2022-06-23 11:27:02,2022-06-23 11:27:07,5.007s,PASSED
if (value > limit),,,,2022-06-23 11:27:07,2022-06-23 11:27:07,0.001s,PASSED
else,,,,2022-06-23 11:27:07,2022-06-23 11:27:08,0.560s,PASSED
delay(5),,,,2022-06-23 11:27:08,2022-06-23 11:27:13,5.006s,PASSED
"referenceID = getText(findTestObject(""Send Request Money/requestMoneyPaySummaryRefIDTxt""), 0)",,,,2022-06-23 11:27:13,2022-06-23 11:27:13,0.193s,PASSED
println(referenceID),,,,2022-06-23 11:27:13,2022-06-23 11:27:13,0.000s,PASSED
test = dataFolder,,,,2022-06-23 11:27:13,2022-06-23 11:27:13,0.001s,PASSED
"sheetName = ""Sheet1""",,,,2022-06-23 11:27:13,2022-06-23 11:27:13,0.000s,PASSED
file1 = new java.io.File(test),,,,2022-06-23 11:27:13,2022-06-23 11:27:13,0.000s,PASSED
assert file1.exists() == true,,,,2022-06-23 11:27:13,2022-06-23 11:27:13,0.001s,PASSED
woorkbook1 = getWorkbook(test),,,,2022-06-23 11:27:13,2022-06-23 11:27:14,0.470s,PASSED
"sheet1 = getExcelSheet(woorkbook1, sheetName)",,,,2022-06-23 11:27:14,2022-06-23 11:27:14,0.001s,PASSED
"setValueToCellByIndex(sheet1, 3, 1, referenceID)",,,,2022-06-23 11:27:14,2022-06-23 11:27:14,0.005s,PASSED
"saveWorkbook(test, woorkbook1)",,,,2022-06-23 11:27:14,2022-06-23 11:27:14,0.086s,PASSED
delay(3),,,,2022-06-23 11:27:14,2022-06-23 11:27:17,3.007s,PASSED
"verifyElementVisible(findTestObject(""Main/mainDoneBtn""), 0)",,,,2022-06-23 11:27:17,2022-06-23 11:27:17,0.252s,PASSED
"takeScreenshot(""/Users/a00139272/Desktop/Screenshot/instantIBFT.png"")",,,,2022-06-23 11:27:17,2022-06-23 11:27:18,1.202s,PASSED
"tap(findTestObject(""Main/mainDoneBtn""), 0)",,,,2022-06-23 11:27:18,2022-06-23 11:27:19,0.256s,PASSED
if (value < limit),,,,2022-06-23 11:27:19,2022-06-23 11:28:37,1m - 18.797s,FAILED
,,,,,,,
Test Cases/Transfer/transfer_instantTransferIBG,,,,2022-06-23 11:28:37,2022-06-23 11:34:03,5m - 25.919s,FAILED
delay(5),,,,2022-06-23 11:28:38,2022-06-23 11:28:43,5.007s,PASSED
device_Height = getDeviceHeight(),,,,2022-06-23 11:28:43,2022-06-23 11:28:43,0.361s,PASSED
device_Width = getDeviceWidth(),,,,2022-06-23 11:28:43,2022-06-23 11:28:43,0.323s,PASSED
startX = device_Width / 3,,,,2022-06-23 11:28:43,2022-06-23 11:28:43,0.000s,PASSED
startY = device_Height * 0.97,,,,2022-06-23 11:28:43,2022-06-23 11:28:43,0.001s,PASSED
"verifyElementVisible(findTestObject(""Banking/m2uAccountTransferIconSelect""), 0)",,,,2022-06-23 11:28:43,2022-06-23 11:28:44,0.388s,PASSED
"tap(findTestObject(""Banking/m2uAccountTransferIconSelect""), 0)",,,,2022-06-23 11:28:44,2022-06-23 11:28:44,0.392s,PASSED
delay(5),,,,2022-06-23 11:28:44,2022-06-23 11:28:49,5.003s,PASSED
"println(""InterBank Test Case Started"")",,,,2022-06-23 11:28:49,2022-06-23 11:28:49,0.000s,PASSED
"verifyElementExist(findTestObject(""Banking/transferOthersTopMenuSelect""), 0)",,,,2022-06-23 11:28:49,2022-06-23 11:29:20,30.622s,PASSED
"tap(findTestObject(""Banking/transferOthersTopMenuSelect""), 0)",,,,2022-06-23 11:29:20,2022-06-23 11:30:21,1m - 1.024s,PASSED
"tap(findTestObject(""Banking/transferBanksIconSelect""), 0)",,,,2022-06-23 11:30:21,2022-06-23 11:31:14,52.806s,PASSED
"scrollToText(""PUBLIC BANK"", STOP_ON_FAILURE)",,,,2022-06-23 11:31:14,2022-06-23 11:31:26,12.032s,PASSED
"tap(findTestObject(""Banking/transferBankSelection"", [""text"":accBank]), 10)",,,,2022-06-23 11:31:26,2022-06-23 11:31:26,0.501s,PASSED
"setText(findTestObject(""Banking/transferAccountNoInputField""), accountNum, 0)",,,,2022-06-23 11:31:26,2022-06-23 11:31:29,2.382s,PASSED
hideKeyboard(),,,,2022-06-23 11:31:29,2022-06-23 11:31:33,4.725s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-06-23 11:31:33,2022-06-23 11:31:34,0.231s,PASSED
"verifyElementText(findTestObject(""Transfer/transferAmounttAccNoTxt"", [""accNo"":accNo]), accNo)",,,,2022-06-23 11:31:34,2022-06-23 11:31:35,1.361s,PASSED
"verifyElementText(findTestObject(""Transfer/transferAmounttAccBankTxt"", [""accBank"":accBank]), accBank)",,,,2022-06-23 11:31:35,2022-06-23 11:31:35,0.251s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferAmountRMTxt""), 0)",,,,2022-06-23 11:31:35,2022-06-23 11:31:35,0.317s,PASSED
"verifyElementExist(findTestObject(""Duit Now/duitNowAmountInitialValueTxt""), 0)",,,,2022-06-23 11:31:35,2022-06-23 11:31:36,0.388s,PASSED
"verifyElementExist(findTestObject(""Transfer/transferAmountEnterAmountTitleTxt""), 0)",,,,2022-06-23 11:31:36,2022-06-23 11:31:36,0.285s,PASSED
trxAmount = value,,,,2022-06-23 11:31:36,2022-06-23 11:31:36,0.000s,PASSED
length = trxAmount.length(),,,,2022-06-23 11:31:36,2022-06-23 11:31:36,0.001s,PASSED
