Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MAE,,,,2022-02-08 19:34:10,2022-02-08 19:40:02,5m - 52.043s,FAILED
,,,,,,,
Test Cases/PayBill/payBills_todayTransaction,,,,2022-02-08 19:34:10,2022-02-08 19:35:59,1m - 48.555s,PASSED
"startApplication(appPath, false)",,,,2022-02-08 19:34:11,2022-02-08 19:34:25,14.342s,PASSED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.dev"")",,,,2022-02-08 19:34:25,2022-02-08 19:34:25,0.001s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.MainActivity"")",,,,2022-02-08 19:34:25,2022-02-08 19:34:25,0.001s,PASSED
delay(5),,,,2022-02-08 19:34:25,2022-02-08 19:34:30,5.018s,PASSED
"if (getDeviceManufacturer() == ""samsung"")",,,,2022-02-08 19:34:30,2022-02-08 19:34:30,0.277s,PASSED
"if (verifyElementVisible(findTestObject(""Main/mainEnterPINMessage""), 0, OPTIONAL))",,,,2022-02-08 19:34:30,2022-02-08 19:34:44,13.597s,PASSED
"tap(findTestObject(""Banking/m2uAccountTypeSelection"", [""text"":""Personal Current Account""]), 10)",,,,2022-02-08 19:34:44,2022-02-08 19:34:47,3.280s,PASSED
"tap(findTestObject(""Banking/m2uAccountPayBillsIconSelect""), 0)",,,,2022-02-08 19:34:47,2022-02-08 19:34:51,3.871s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/loginEnterPasswordMessage""), 0, OPTIONAL))",,,,2022-02-08 19:34:51,2022-02-08 19:34:55,3.940s,PASSED
"waitForElementPresent(findTestObject(""Paybill/payBillsIconSelect""), 0)",,,,2022-02-08 19:34:55,2022-02-08 19:34:59,4.269s,PASSED
"tap(findTestObject(""Paybill/payBillsIconSelect""), 0)",,,,2022-02-08 19:34:59,2022-02-08 19:35:00,0.965s,PASSED
"tap(findTestObject(""Paybill/payBillSearchBillerInputField""), 0)",,,,2022-02-08 19:35:00,2022-02-08 19:35:04,3.667s,PASSED
"setText(findTestObject(""Paybill/payBillBillerNameInputField""), ""Maxis"", 0)",,,,2022-02-08 19:35:04,2022-02-08 19:35:06,1.984s,PASSED
delay(3),,,,2022-02-08 19:35:06,2022-02-08 19:35:09,3.008s,PASSED
"tap(findTestObject(""Paybill/payBillBillerSelect"", [""text"":""Maxis Mobile Sdn Bhd""]), 10)",,,,2022-02-08 19:35:09,2022-02-08 19:35:10,0.509s,PASSED
"tap(findTestObject(""Paybill/payBillBillerSelect"", [""text"":""Maxis Mobile Sdn Bhd""]), 10)",,,,2022-02-08 19:35:10,2022-02-08 19:35:11,1.178s,PASSED
"setText(findTestObject(""Paybill/PayBillAccountNumberInputField""), ""1544054651"", 0)",,,,2022-02-08 19:35:11,2022-02-08 19:35:13,2.418s,PASSED
hideKeyboard(),,,,2022-02-08 19:35:13,2022-02-08 19:35:14,1.073s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-02-08 19:35:14,2022-02-08 19:35:15,0.462s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-02-08 19:35:15,2022-02-08 19:35:17,2.099s,PASSED
"tap(findTestObject(""Login Onboarding/PIN4""), 0)",,,,2022-02-08 19:35:17,2022-02-08 19:35:17,0.593s,PASSED
delay(3),,,,2022-02-08 19:35:17,2022-02-08 19:35:20,3.007s,PASSED
"tap(findTestObject(""Main/mainAmountTickBtn""), 0)",,,,2022-02-08 19:35:20,2022-02-08 19:35:21,0.664s,PASSED
delay(5),,,,2022-02-08 19:35:21,2022-02-08 19:35:26,5.008s,PASSED
"waitForElementPresent(findTestObject(""Main/mainPayNowBtn""), 5)",,,,2022-02-08 19:35:26,2022-02-08 19:35:26,0.369s,PASSED
"tap(findTestObject(""Main/mainPayNowBtn""), 0)",,,,2022-02-08 19:35:26,2022-02-08 19:35:27,0.492s,PASSED
"if (verifyElementVisible(findTestObject(""Festive Season/festiveReturnAngpaoTACNoTxt""), 0, OPTIONAL))",,,,2022-02-08 19:35:27,2022-02-08 19:35:48,20.868s,PASSED
"message = getText(findTestObject(""Main/mainTransactionStatusMessageTxt""), 10)",,,,2022-02-08 19:35:48,2022-02-08 19:35:53,5.533s,PASSED
println(message),,,,2022-02-08 19:35:53,2022-02-08 19:35:53,0.002s,PASSED
"verifyElementVisible(findTestObject(""Main/mainDoneBtn""), 0)",,,,2022-02-08 19:35:53,2022-02-08 19:35:54,0.299s,PASSED
"tap(findTestObject(""Main/mainDoneBtn""), 0)",,,,2022-02-08 19:35:54,2022-02-08 19:35:54,0.364s,PASSED
delay(5),,,,2022-02-08 19:35:54,2022-02-08 19:35:59,5.004s,PASSED
,,,,,,,
Test Cases/Zakat/zakat_zakatPayment,,,,2022-02-08 19:35:59,2022-02-08 19:37:50,1m - 51.266s,PASSED
delay(10),,,,2022-02-08 19:35:59,2022-02-08 19:36:09,10.003s,PASSED
