Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Issue,,,,2022-04-12 21:46:38,2022-04-12 21:49:57,3m - 19.314s,FAILED
,,,,,,,
Test Cases/PayBill/payBills_todayTransaction,,,,2022-04-12 21:46:38,2022-04-12 21:49:57,3m - 19.079s,FAILED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.sit"")",,,,2022-04-12 21:46:39,2022-04-12 21:46:39,0.002s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.MainActivity"")",,,,2022-04-12 21:46:39,2022-04-12 21:46:39,0.001s,PASSED
"startApplication(appPath, false)",,,,2022-04-12 21:46:39,2022-04-12 21:46:53,14.341s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardWalletTopSelect""), 0)",,,,2022-04-12 21:46:53,2022-04-12 21:46:57,4.461s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardQuickActionsTitleTxt""), 0)",,,,2022-04-12 21:46:57,2022-04-12 21:46:58,0.643s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardSSLTitleTxt""), 0)",,,,2022-04-12 21:46:58,2022-04-12 21:46:59,0.481s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/mainBottomMenuMaybank2uBtn""), 0)",,,,2022-04-12 21:46:59,2022-04-12 21:47:19,20.063s,PASSED
"takeScreenshot(""/Users/a00139272/git/MAEAutomation2/Performance/Wifi 3Bar/1.png"")",,,,2022-04-12 21:47:19,2022-04-12 21:47:20,1.685s,PASSED
device_Height = getDeviceHeight(),,,,2022-04-12 21:47:20,2022-04-12 21:47:21,0.164s,PASSED
device_Width = getDeviceWidth(),,,,2022-04-12 21:47:21,2022-04-12 21:47:21,0.160s,PASSED
startX = device_Width / 3,,,,2022-04-12 21:47:21,2022-04-12 21:47:21,0.001s,PASSED
startY = device_Height * 0.97,,,,2022-04-12 21:47:21,2022-04-12 21:47:21,0.001s,PASSED
"tapAtPosition(startX, startY)",,,,2022-04-12 21:47:21,2022-04-12 21:47:21,0.241s,PASSED
"if (verifyElementVisible(findTestObject(""Main/mainEnterPINMessage""), 0, OPTIONAL))",,,,2022-04-12 21:47:21,2022-04-12 21:47:34,13.057s,PASSED
"tap(findTestObject(""Banking/m2uAccountTypeSelection"", [""text"":accType]), 10)",,,,2022-04-12 21:47:34,2022-04-12 21:47:42,8.448s,PASSED
