Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regress 2,,,,2022-06-15 17:52:20,2022-06-15 18:05:16,12m - 55.925s,FAILED
,,,,,,,
Test Cases/Tabung/tabung_createTabungCreatorOnly,,,,2022-06-15 17:52:21,2022-06-15 17:56:14,3m - 53.763s,PASSED
"setMobileDriverPreferencesProperty(""appPackage"", ""com.maybank2u.life.uat"")",,,,2022-06-15 17:52:21,2022-06-15 17:52:21,0.001s,PASSED
"setMobileDriverPreferencesProperty(""appActivity"", ""com.maybank2u.life.MainActivity"")",,,,2022-06-15 17:52:21,2022-06-15 17:52:21,0.000s,PASSED
"startApplication(appPath, false)",,,,2022-06-15 17:52:21,2022-06-15 17:52:37,15.920s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardWalletTopSelect""), 0)",,,,2022-06-15 17:52:37,2022-06-15 17:52:41,4.260s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Dashboard/dashboardQuickActionsTitleTxt""), 0)",,,,2022-06-15 17:52:41,2022-06-15 17:52:42,0.617s,PASSED
delay(5),,,,2022-06-15 17:52:42,2022-06-15 17:52:47,5.016s,PASSED
device_Height = getDeviceHeight(),,,,2022-06-15 17:52:47,2022-06-15 17:52:47,0.124s,PASSED
device_Width = getDeviceWidth(),,,,2022-06-15 17:52:47,2022-06-15 17:52:47,0.103s,PASSED
startX = device_Width / 1.25,,,,2022-06-15 17:52:47,2022-06-15 17:52:47,0.002s,PASSED
startY = device_Height * 0.97,,,,2022-06-15 17:52:47,2022-06-15 17:52:47,0.002s,PASSED
"tapAtPosition(startX, startY)",,,,2022-06-15 17:52:47,2022-06-15 17:52:47,0.231s,PASSED
"tap(findTestObject(""Object Repository/Settings/new_settings_moreMainBtn""), 0)",,,,2022-06-15 17:52:47,2022-06-15 17:52:50,2.863s,PASSED
"waitForElementPresent(findTestObject(""Main/moreTabungIconSelect""), 0)",,,,2022-06-15 17:52:50,2022-06-15 17:52:51,0.517s,PASSED
"tap(findTestObject(""Main/moreTabungIconSelect""), 0)",,,,2022-06-15 17:52:51,2022-06-15 17:52:51,0.435s,PASSED
"if (verifyElementVisible(findTestObject(""Main/mainEnterPINMessage""), 0, OPTIONAL))",,,,2022-06-15 17:52:51,2022-06-15 17:53:06,14.670s,PASSED
"waitForElementPresent(findTestObject(""Tabung/tabungCreateTabungBtn""), 0)",,,,2022-06-15 17:53:06,2022-06-15 17:53:15,9.730s,PASSED
"tap(findTestObject(""Tabung/tabungCreateTabungBtn""), 0)",,,,2022-06-15 17:53:15,2022-06-15 17:53:16,0.423s,PASSED
delay(2),,,,2022-06-15 17:53:16,2022-06-15 17:53:18,2.007s,PASSED
"tap(findTestObject(""Tabung/tabungCreateTravelSelect""), 0)",,,,2022-06-15 17:53:18,2022-06-15 17:53:18,0.452s,PASSED
"setText(findTestObject(""Tabung/tabungNameInputField""), tabungName, 0)",,,,2022-06-15 17:53:18,2022-06-15 17:53:22,3.757s,PASSED
hideKeyboard(),,,,2022-06-15 17:53:22,2022-06-15 17:53:23,0.946s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2022-06-15 17:53:23,2022-06-15 17:53:23,0.304s,PASSED
"tap(findTestObject(""Login Onboarding/PIN1""), 0)",,,,2022-06-15 17:53:23,2022-06-15 17:53:25,1.835s,PASSED
delay(2),,,,2022-06-15 17:53:25,2022-06-15 17:53:27,2.003s,PASSED
"tap(findTestObject(""Tabung/tabungAmountTickBtn""), 0)",,,,2022-06-15 17:53:27,2022-06-15 17:53:28,0.348s,PASSED
delay(2),,,,2022-06-15 17:53:28,2022-06-15 17:53:30,2.002s,PASSED
"tap(findTestObject(""Login Onboarding/PIN0""), 0)",,,,2022-06-15 17:53:30,2022-06-15 17:53:30,0.374s,PASSED
"tap(findTestObject(""Login Onboarding/PIN0""), 0)",,,,2022-06-15 17:53:30,2022-06-15 17:53:31,0.951s,PASSED
"tap(findTestObject(""Login Onboarding/PIN0""), 0)",,,,2022-06-15 17:53:31,2022-06-15 17:53:32,0.984s,PASSED
delay(2),,,,2022-06-15 17:53:32,2022-06-15 17:53:34,2.004s,PASSED
"tap(findTestObject(""Tabung/tabungCreateAmountTickBtn""), 0)",,,,2022-06-15 17:53:34,2022-06-15 17:53:34,0.363s,PASSED
"tap(findTestObject(""Tabung/tabungSelectStartDateField""), 0)",,,,2022-06-15 17:53:34,2022-06-15 17:53:37,3.221s,PASSED
"tap(findTestObject(""Tabung/tabungDatePickerSelect""), 0)",,,,2022-06-15 17:53:37,2022-06-15 17:53:38,0.539s,PASSED
"tap(findTestObject(""Main/mainCalenderPickerDoneBtn""), 0)",,,,2022-06-15 17:53:38,2022-06-15 17:53:38,0.403s,PASSED
delay(2),,,,2022-06-15 17:53:38,2022-06-15 17:53:40,2.003s,PASSED
"tap(findTestObject(""Tabung/tabungContinueBtn""), 0)",,,,2022-06-15 17:53:40,2022-06-15 17:53:41,0.319s,PASSED
"tap(findTestObject(""Tabung/tabungSelectEndDateField""), 0)",,,,2022-06-15 17:53:41,2022-06-15 17:53:45,3.900s,PASSED
"tap(findTestObject(""Tabung/tabungCalendarPickerNextBtn""), 0)",,,,2022-06-15 17:53:45,2022-06-15 17:53:45,0.447s,PASSED
"tap(findTestObject(""Tabung/tabungDatePickerSelect""), 0)",,,,2022-06-15 17:53:45,2022-06-15 17:53:46,0.824s,PASSED
"tap(findTestObject(""Main/mainCalenderPickerDoneBtn""), 0)",,,,2022-06-15 17:53:46,2022-06-15 17:53:47,0.770s,PASSED
delay(2),,,,2022-06-15 17:53:47,2022-06-15 17:53:49,2.006s,PASSED
"tap(findTestObject(""Tabung/tabungContinueBtn""), 0)",,,,2022-06-15 17:53:49,2022-06-15 17:53:49,0.510s,PASSED
"if (verifyElementVisible(findTestObject(""Tabung/tabungEnterPasswordTxt""), 0, OPTIONAL))",,,,2022-06-15 17:53:49,2022-06-15 17:54:00,10.935s,PASSED
delay(30),,,,2022-06-15 17:54:00,2022-06-15 17:54:30,30.006s,PASSED
"verifyElementVisible(findTestObject(""Tabung/tabungSelectAccountDropdownBox""), 0)",,,,2022-06-15 17:54:30,2022-06-15 17:54:30,0.328s,PASSED
"tap(findTestObject(""Tabung/tabungSelectAccountTxt""), 0)",,,,2022-06-15 17:54:30,2022-06-15 17:54:31,0.481s,PASSED
delay(5),,,,2022-06-15 17:54:31,2022-06-15 17:54:36,5.004s,PASSED
"verifyElementVisible(findTestObject(""Tabung/tabunCreateFirstAccountSelect""), 0)",,,,2022-06-15 17:54:36,2022-06-15 17:54:37,0.607s,PASSED
"tap(findTestObject(""Tabung/tabunCreateFirstAccountSelect""), 0)",,,,2022-06-15 17:54:37,2022-06-15 17:54:37,0.216s,PASSED
delay(5),,,,2022-06-15 17:54:37,2022-06-15 17:54:42,5.006s,PASSED
"tap(findTestObject(""Main/mainCalenderPickerDoneBtn""), 0)",,,,2022-06-15 17:54:42,2022-06-15 17:54:42,0.222s,PASSED
delay(4),,,,2022-06-15 17:54:42,2022-06-15 17:54:46,4.004s,PASSED
"tap(findTestObject(""Tabung/tabungContinueBtn""), 0)",,,,2022-06-15 17:54:46,2022-06-15 17:54:46,0.305s,PASSED
delay(5),,,,2022-06-15 17:54:46,2022-06-15 17:54:51,5.006s,PASSED
"verifyElementVisible(findTestObject(""Tabung/tabungConfirmationTxt""), 0)",,,,2022-06-15 17:54:51,2022-06-15 17:54:51,0.175s,PASSED
"verifyElementVisible(findTestObject(""Tabung/tabungAutoDeductionText""), 0)",,,,2022-06-15 17:54:51,2022-06-15 17:54:52,0.924s,PASSED
"tap(findTestObject(""Tabung/tabungConfirmationSelectFrequencyDropdown""), 0)",,,,2022-06-15 17:54:52,2022-06-15 17:54:53,0.329s,PASSED
delay(5),,,,2022-06-15 17:54:53,2022-06-15 17:54:58,5.003s,PASSED
"tap(findTestObject(""Tabung/tabungConfirmationFirstFreqDropdownSelect""), 0)",,,,2022-06-15 17:54:58,2022-06-15 17:54:59,0.994s,PASSED
delay(5),,,,2022-06-15 17:54:59,2022-06-15 17:55:04,5.006s,PASSED
"tap(findTestObject(""Main/mainCalenderPickerDoneBtn""), 0)",,,,2022-06-15 17:55:04,2022-06-15 17:55:04,0.290s,PASSED
delay(2),,,,2022-06-15 17:55:04,2022-06-15 17:55:06,2.008s,PASSED
"tap(findTestObject(""Tabung/tabungDisableESIRadioBtn""), 0)",,,,2022-06-15 17:55:06,2022-06-15 17:55:06,0.416s,PASSED
delay(2),,,,2022-06-15 17:55:06,2022-06-15 17:55:08,2.006s,PASSED
"tap(findTestObject(""Tabung/tabungConfirmationCreateTabungBtn""), 0)",,,,2022-06-15 17:55:08,2022-06-15 17:55:09,0.287s,PASSED
delay(3),,,,2022-06-15 17:55:09,2022-06-15 17:55:12,3.006s,PASSED
"if (verifyElementVisible(findTestObject(""Object Repository/Tabung/tabung_otpNumberPresentTxt""), 0, OPTIONAL))",,,,2022-06-15 17:55:12,2022-06-15 17:55:52,40.114s,PASSED
else,,,,2022-06-15 17:55:52,2022-06-15 17:56:02,10.279s,PASSED
"verifyElementText(findTestObject(""Tabung/tabungSummaryStatusTxt""), ""Tabung created successfully."")",,,,2022-06-15 17:56:02,2022-06-15 17:56:02,0.299s,PASSED
"verifyElementVisible(findTestObject(""Main/mainDoneBtn""), 0)",,,,2022-06-15 17:56:02,2022-06-15 17:56:03,0.182s,PASSED
"takeScreenshot(""/Users/a00139272/Desktop/Screenshot/createTabung.png"")",,,,2022-06-15 17:56:03,2022-06-15 17:56:04,1.008s,PASSED
"tap(findTestObject(""Main/mainDoneBtn""), 0)",,,,2022-06-15 17:56:04,2022-06-15 17:56:04,0.219s,PASSED
delay(5),,,,2022-06-15 17:56:04,2022-06-15 17:56:09,5.002s,PASSED
"verifyElementVisible(findTestObject(""Tabung/tabungNameSelection"", [""text"":tabungName]), 10)",,,,2022-06-15 17:56:09,2022-06-15 17:56:09,0.459s,PASSED
